author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;year_of_construction;kitchen_meters;district;street;house_number;underground
ID 53010873;unknown;https://krasnodar.cian.ru/rent/flat/307729178/;Краснодар;rent;flat;13;24;1;60;55000;0;2017;20;мкр. Центральный; Кубанская Набережная;39;
ID 58390440;homeowner;https://krasnodar.cian.ru/rent/flat/307761052/;Краснодар;rent;flat;4;24;1;48;55000;0;2021;-1;мкр. Кожзавод; Кожевенная;22;
ID 58390440;homeowner;https://krasnodar.cian.ru/rent/flat/307762219/;Краснодар;rent;flat;6;24;1;48;55000;0;2021;-1;мкр. Кожзавод; Кожевенная;22;
ID 84315409;realtor;https://krasnodar.cian.ru/rent/flat/306052251/;Краснодар;rent;flat;3;16;1;35;55000;0;2022;-1;мкр. Центральный; Севастопольская;06.янв;
ID 118324085;homeowner;https://krasnodar.cian.ru/rent/flat/304094254/;Краснодар;rent;flat;7;25;1;43;55000;0;-1;11;Центральный;Красная ;;
ID 118324085;homeowner;https://krasnodar.cian.ru/rent/flat/304094214/;Краснодар;rent;flat;23;25;1;43;55000;0;-1;12;Центральный;Красная ;176лит2;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/304488201/;Краснодар;rent;flat;15;25;1;55;60000;0;2021;-1;Западный;Гаражная ;87;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/266998061/;Краснодар;rent;flat;11;24;1;60;60000;0;2018;-1;Западный;Дальняя ;8к1;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/299663761/;Краснодар;rent;flat;3;19;1;65;60000;0;2011;-1;мкр. Кожзавод; Кожевенная;;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306036021/;Краснодар;rent;flat;2;9;1;44;60000;0;1979;-1;мкр. Черемушки; Селезнева;86/1;
ID 1174828;realtor;https://krasnodar.cian.ru/rent/flat/307713070/;Краснодар;rent;flat;4;22;1;75;60000;0;2022;-1;мкр. ХБК;Сормовская ;01.июн;
ID 49550171;homeowner;https://krasnodar.cian.ru/rent/flat/307920082/;Краснодар;rent;flat;8;18;1;50;60000;0;2020;23;Центральный; Митрофана Седина;51/1;
ID 120652291;realtor;https://krasnodar.cian.ru/rent/flat/306150602/;Краснодар;rent;flat;16;19;1;50;60000;0;2019;-1;Западный;Дальняя ;8к2;
ID 11556103;homeowner;https://krasnodar.cian.ru/rent/flat/304340826/;Краснодар;rent;flat;19;20;1;49;59000;0;2023;18;Прикубанский; Им. Мурата Ахеджака;10А;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/240627679/;Краснодар;rent;flat;8;16;1;50;85000;0;2018;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/259685073/;Краснодар;rent;flat;21;25;1;60;85000;0;2017;-1;мкр. Фестивальный; Совхозная;;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/232683505/;Краснодар;rent;flat;15;24;1;70;90000;0;2015;-1;мкр. Центральный; Буденного;129;
ID 51756161;homeowner;https://krasnodar.cian.ru/rent/flat/307733018/;Краснодар;rent;flat;10;23;1;65;100000;0;2010;20;мкр. Центральный; Кубанская Набережная;37/11;
Лариса Южина;realtor;https://krasnodar.cian.ru/rent/flat/307231828/;Краснодар;rent;flat;9;18;1;31;230001;0;2017;12;мкр. РИП;Российская ;267к2;
ID 102007291;homeowner;https://krasnodar.cian.ru/rent/flat/307341422/;Краснодар;rent;flat;12;16;1;41;10000;0;2021;15;Прикубанский; Западный обход;39/2к5;
ID 103856609;homeowner;https://krasnodar.cian.ru/rent/flat/301697645/;Краснодар;rent;flat;6;17;1;34.7;15000;0;2014;8;мкр. Восточно-Кругликовский;Черкасская ;129;
ID 20429434;homeowner;https://krasnodar.cian.ru/rent/flat/307602668/;Краснодар;rent;flat;1;2;1;30;16000;0;1959;6;мкр. Славянский; Славянская;34;
ID 77559276;homeowner;https://krasnodar.cian.ru/rent/flat/307949821/;Краснодар;rent;flat;3;11;1;32;16000;0;2020;-1;Прикубанский; Имени В.М. Комарова;21/1к8;
ID 72516357;homeowner;https://krasnodar.cian.ru/rent/flat/305565872/;Краснодар;rent;flat;1;4;1;23;17000;0;1987;-1;мкр. Фестивальный; Ковалева;1;
ID 107703680;homeowner;https://krasnodar.cian.ru/rent/flat/292659260/;Краснодар;rent;flat;10;10;1;31.2;19000;0;2019;10.3;Прикубанский; Имени В.М. Комарова;21/1к1;
ID 103081533;homeowner;https://krasnodar.cian.ru/rent/flat/308031913/;Краснодар;rent;flat;1;9;1;33;20000;0;2017;11;мкр. Славянский; Красных Партизан;1/3к7;
ID 120366648;homeowner;https://krasnodar.cian.ru/rent/flat/308024068/;Краснодар;rent;flat;3;6;1;38.6;20000;0;2022;9;Прикубанский; Имени Валерия Вишневецкого;13к8;
ID 122073719;homeowner;https://krasnodar.cian.ru/rent/flat/307629957/;Краснодар;rent;flat;11;11;1;28.4;20000;0;2014;-1;мкр. РИП;Российская ;267/3к1;
ID 76341768;homeowner;https://krasnodar.cian.ru/rent/flat/307917551/;Краснодар;rent;flat;13;14;1;39;20000;0;2015;10;Прикубанский; Зеленоградская;40;
ID 108032200;homeowner;https://krasnodar.cian.ru/rent/flat/306950473/;Краснодар;rent;flat;1;12;1;32.5;18000;0;1993;9;мкр. Юбилейный; 70-летия Октября;32;
ID 122372172;homeowner;https://krasnodar.cian.ru/rent/flat/307921169/;Краснодар;rent;flat;16;16;1;37;20000;0;2020;9.5;мкр. Восточно-Кругликовский; Героя Владислава Посадского;42;
ID 114610557;homeowner;https://krasnodar.cian.ru/rent/flat/307558422/;Краснодар;rent;flat;5;19;1;36;22000;0;2019;12;Прикубанский; Западный обход;65к1;
ID 122107051;realtor;https://krasnodar.cian.ru/rent/flat/307659391/;Краснодар;rent;flat;7;17;1;33;22000;0;2023;-1;Прикубанский; Западный обход;65А;
ID 119737412;homeowner;https://krasnodar.cian.ru/rent/flat/305290657/;Краснодар;rent;flat;5;5;1;30;23000;0;1962;6;мкр. Авиагородок; Авиагородок;16;
ID 122367200;homeowner;https://krasnodar.cian.ru/rent/flat/307918063/;Краснодар;rent;flat;15;17;1;39;23000;0;2007;10;мкр. Гидростроителей; Снесарева;8;
ID 122304993;homeowner;https://krasnodar.cian.ru/rent/flat/307873323/;Краснодар;rent;flat;1;17;1;36.6;20000;0;2020;10;мкр. Гидростроителей; Имени Валерия Гассия;17;
ID 101324857;homeowner;https://krasnodar.cian.ru/rent/flat/307534247/;Краснодар;rent;flat;4;6;1;32;23000;0;-1;-1;Прикубанский; Душистая;44;
ID 94981802;homeowner;https://krasnodar.cian.ru/rent/flat/306789896/;Краснодар;rent;flat;3;12;1;42;23000;0;2010;10;Прикубанский; 2-я Целиноградская;13;
ID 122516968;homeowner;https://krasnodar.cian.ru/rent/flat/308076133/;Краснодар;rent;flat;5;5;1;33;20000;0;1964;4;Центральный;Старокубанская ;115;
ID 120967357;realtor;https://krasnodar.cian.ru/rent/flat/307808134/;Краснодар;rent;flat;2;16;1;26;24000;0;2023;-1;Прикубанский; Ивана Беличенко;95;
ID 68824643;homeowner;https://krasnodar.cian.ru/rent/flat/307849672/;Краснодар;rent;flat;12;13;1;41;23000;0;2016;9;мкр. Фестивальный; Имени Симиренко;45;
ID 122472545;homeowner;https://krasnodar.cian.ru/rent/flat/308024141/;Краснодар;rent;flat;7;17;1;40;24000;0;2015;9;Прикубанский; Академика Лукьяненко;12.янв;
ID 103772098;realtor;https://krasnodar.cian.ru/rent/flat/306830967/;Краснодар;rent;flat;6;20;1;40;40000;0;2023;-1;Почтовый мкр;проспект Имени писателя Знаменского;32;
ID 60496314;realtor;https://krasnodar.cian.ru/rent/flat/306150407/;Краснодар;rent;flat;17;18;1;580;60000;0;2022;-1;Прикубанский; Григория Булгакова;6;
Премиальная Недвижимость;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306889685/;Краснодар;rent;flat;11;26;1;46;60000;0;2018;18;мкр. Фестивальный; Совхозная;1к2;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/215107206/;Краснодар;rent;flat;5;22;1;60;65000;0;2017;-1;мкр. Центральный; Кубанская Набережная;39;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/271313687/;Краснодар;rent;flat;14;16;1;48;65000;0;2019;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/303839246/;Краснодар;rent;flat;16;24;1;48;65000;0;2018;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/213696877/;Краснодар;rent;flat;9;25;1;55;65000;0;2017;-1;мкр. Фестивальный; Совхозная;;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/233659640/;Краснодар;rent;flat;15;24;1;70;70000;0;2015;-1;мкр. Центральный; Буденного;129;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/302317772/;Краснодар;rent;flat;12;25;1;43;70000;0;2021;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/263779856/;Краснодар;rent;flat;7;24;1;53;70000;0;2018;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/207858708/;Краснодар;rent;flat;6;20;1;60;70000;0;2018;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/302161919/;Краснодар;rent;flat;9;25;1;42;70000;0;2021;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/299111860/;Краснодар;rent;flat;12;23;1;50;70000;0;2023;-1;мкр. Аврора; Имени Дзержинского;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/301622945/;Краснодар;rent;flat;23;25;1;40;70000;0;2021;-1;;;;
ID 120652291;realtor;https://krasnodar.cian.ru/rent/flat/307709253/;Краснодар;rent;flat;15;16;1;85;70000;0;2015;-1;мкр. Центральный; Буденного;129;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/304046957/;Краснодар;rent;flat;11;25;1;41;75000;0;2021;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/292638352/;Краснодар;rent;flat;14;16;1;57;75000;0;2018;-1;мкр. Фестивальный; Совхозная;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/276219442/;Краснодар;rent;flat;12;24;1;52;75000;0;2017;-1;мкр. Фестивальный; Совхозная;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/188136991/;Краснодар;rent;flat;7;24;1;55;75000;0;2017;-1;мкр. Центральный; Кубанская Набережная;;
Юлия Чаниа;realtor;https://krasnodar.cian.ru/rent/flat/306868860/;Краснодар;rent;flat;15;23;1;60;80000;0;2023;-1;мкр. Аврора; Имени Дзержинского;95;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/303896180/;Краснодар;rent;flat;16;23;1;56;80000;0;2023;-1;мкр. Аврора; Имени Дзержинского;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/306132209/;Краснодар;rent;flat;15;26;1;60;80000;0;2012;-1;мкр. Юбилейный;бульвар Клары Лучко;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/303124693/;Краснодар;rent;flat;3;26;1;49;80000;0;2019;-1;;;;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/275113915/;Краснодар;rent;flat;8;16;1;52;80000;0;2018;-1;;;;
ID 120652291;realtor;https://krasnodar.cian.ru/rent/flat/307710713/;Краснодар;rent;flat;15;16;1;60;80000;0;2015;-1;мкр. Центральный; Буденного;129;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/303235757/;Краснодар;rent;flat;20;23;1;60;85000;0;2023;-1;мкр. Аврора; Имени Дзержинского;;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307412124/;Краснодар;rent;flat;10;16;1;87;85000;0;2012;-1;Солнечный мкр; Казбекская;11;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/305261462/;Краснодар;rent;flat;14;25;1;53;85000;0;2017;-1;мкр. Фестивальный; Совхозная;;
ID 120652291;realtor;https://krasnodar.cian.ru/rent/flat/306150855/;Краснодар;rent;flat;16;16;1;65;85000;0;2015;-1;мкр. Центральный; Буденного;129;
ID 119835597;homeowner;https://krasnodar.cian.ru/rent/flat/308024135/;Краснодар;rent;flat;2;5;1;40;25000;0;-1;-1;Музыкальный мкр; Имени С.С. Прокофьева;3Б;
ID 73276195;homeowner;https://krasnodar.cian.ru/rent/flat/308048756/;Краснодар;rent;flat;19;22;1;38;25000;0;2023;-1;мкр. Славянский; Заполярная;39к10;
ID 87076266;homeowner;https://krasnodar.cian.ru/rent/flat/307345360/;Краснодар;rent;flat;12;15;1;46;25000;0;-1;13;Догма Парк мкр; Марины Цветаевой;;
ID 88357131;homeowner;https://krasnodar.cian.ru/rent/flat/308033176/;Краснодар;rent;flat;4;17;1;38;25000;0;2014;12;мкр. Панорама;Восточно-Кругликовская ;22.мар;
ID 90738656;homeowner;https://krasnodar.cian.ru/rent/flat/307909077/;Краснодар;rent;flat;16;16;1;40;25000;0;2023;10;Прикубанский; Летчика Позднякова;2к19;
ID 122213567;homeowner;https://krasnodar.cian.ru/rent/flat/307778643/;Краснодар;rent;flat;8;19;1;35;25000;0;2019;-1;мкр. РИП;Тепличная ;62/1к1;
ID 99408018;homeowner;https://krasnodar.cian.ru/rent/flat/307711954/;Краснодар;rent;flat;7;16;1;39;25000;0;2020;-1;Прикубанский; Имени Героя Советского Союза Якова Кобзаря;3;
ID 121690173;homeowner;https://krasnodar.cian.ru/rent/flat/307256145/;Краснодар;rent;flat;2;16;1;35;25000;0;2023;-1;Прикубанский; Ивана Беличенко;95;
ID 113937702;homeowner;https://krasnodar.cian.ru/rent/flat/307968595/;Краснодар;rent;flat;10;17;1;39;23000;0;2022;10;мкр. Гидростроителей; Имени Валерия Гассия;26;
